English,Word Type,Telugu Script,Transliteration
away,verb,పర్  లేవుĬి,parlēvuḍi
axle,noun,ఇరుసు,irusu
aṅgoḷo/;,noun,ఝĬి,jhaḍi
babble,verb,భడ్  భĬియా,bhaḍbhaḍiyā
babbling,unknown,బకొర్,bakro
baboon,noun,హణుత్,haṇut
baby,noun,బాళక్,bāḷak
back,noun,పూటొ,pūṭo
back,unknown,pain ĩావ్క్ దుక్ ĸి,chvāk dukri
backbone,noun,Ĩావ్కేర్ హĬాక్,cvākēr haḍkā
backward,verb,లారఁ,lāram̐
backyard,noun,ఖేత్,khēt
bad,verb,ఖĸాప్,kharāp
bad,noun,నంజర్,nan̄jar
balance,noun,తకిడ్,takḍi
ball,noun,Ĩెండు,ceṇḍu
ball,adjective,ĭేĸా,ḍhērā
banana,noun,కేĹా,kēḷā
band,noun,Ĳాడ,nāḍa
bandicoot,noun,ఢూఁస్,ḍhūm̐s
bandy,verb,కెĸా,kerā
bang,noun,బందుకేర్ Ĩోట్,bandukēr cōṭ
bangle,noun,బంĦీడ్,baṅgḍī
bank,noun,కొĲొĸా,konorā
barber,noun,Ĳాȇ,nāvi
bargain,noun,Ȁల్  కĸేర్,mōlkarēr
barking,noun,బȎొర్,basro
barn,noun,Ħాబ్,gāb
barren,noun,పĬావ్,paḍāv
base,adjective,తళ్ 1,taḷ
basil,noun,Įొȅచ్ఁ,toḷcim ̐
bassia,noun,అంబాĬీర్ ĵాǭజ్,ambāḍīr bhājji
bath,noun,హంĦోȅ,haṅgōḷi
bay,noun,ĸాĮోడ్,rātḍō
be,verb,ĺేజా,vējā
be,noun,ఖోబొ,khōbo
be,verb,Ȏాంకొడ్,sāṅkḍo
beam,noun,İోǵ,dōni
bean,noun,ĺాలొȅ,vāloḷi
beard,noun,Ĭావ్Ĭి,ḍvāḍi
beat,noun,Ĩోట్,cōṭ
became,verb,ఆĨొచ్ĺేĦొ,āccovēgo
because,verb,హనుకన్,hanukan
because,conjunction,కాణణ్ఁ,kāṇṇam ̐
because,unknown,of that జĲాన్జ్,jannāj
becoming,unknown,bankrupt ǻకాĸి ķెĦొ,bhikāri yego
becoming,unknown,fat జాĬోĺేర్,jāḍōvēr
becoming,verb,టాళ్,ṭāḷ
becoming,unknown,unconscious ఘేĸి ఆķెర్,ghēri āyer
bed,noun,Ħొİిడ్,godḍi
bedspread,noun,Ĩెదద్ర్,ceddar
bee,noun,ఫూంİా,phūndā
beed,noun,లాȃడ్,lālḍi
before,verb,ఆంగఁ,āṅgam ̐
begging,noun,Ǽక్,bhīk
beginning,noun,సురు,suru
behave,verb,చఁలాķేర్,cam̐lāyēr
behind,noun,Ƿాచచ్ఁ,pāccam ̐
being,noun,ఖూబ్ఆచ్,khūbāc
being,unknown,at the back లారఁ,lāram̐
being,unknown,conscious జాగ్ ĸోచఁ,jāgrōcam ̐
being,unknown,ill తంజొర్,tan̄jro
being,unknown,itchy భళ్ భĹాķేర్,bhaḷbhaḷāyēr
being,noun,మĽిత్,masti
being,adjective,ఖాంĨాĹో,khān̄cāḷō
being,noun,ఝమ్  జాķేర్,jhamjāyēr
being,unknown,sticky గూంİేర్ Ĳై,gūndērnai
believe,verb,ȇĻావ్స్,viśvās
belly,noun,ĳేట్,pēṭ
belongings,noun,జాఁķజాత్,jām̐yijāt
beloved,verb,ĺాలో,vālō
belt,noun,పటెట్Ĭా,paṭṭeḍā
bend,verb,నĺాదఁ,navādam ̐
bends,noun,నవన్,navan
bereavement,noun,ఖోలొద్,khōldo
besides,verb,నĮో,natō
bet,noun,Ľెరుత్,sertu
between,adjective,వĨేచ్ల,vaccēla
beverage,noun,Ƿాణీ,pāṇī
big,verb,అȎామ్న్,asmān
big,unknown,ant మకోడ,makōḍa
big,unknown,bundle of hay పĸాĹేర్ ĺాǽ,parāḷērvāmi
big,unknown,needle సూȂ,sūyō
big,noun,కొĸొచ్,korco
big,noun,జĲావర్,janāvar
big,noun,కోȃడ్,kōlḍi
big,adjective,ȀటోȎొ,mōṭōso
bight,noun,ఫంİొ,phando
bile,noun,గుǽడ్,gumḍi
bind,verb,ĵాంİిĲో,bhāndinō
binding,noun,ǭĶెమ్İాĸి,jimmedāri
bird,noun,ĳిటట్,piṭṭa
bird,noun,ĳిటట్ /piṭṭa/ ĳిటిట్,piṭṭi
bird,unknown,of quail genus టోȃయా,ṭōliyā
birth,noun,జనమ్,janam
birth,unknown,defect Ħాయ్ణోహుȂ,gyāṇōhuyō
bit,noun,తునక్,tunka
bitch,noun,కొǳర్,kotri
bite,verb,Ħాంట్,gāṇṭ
bitter,adjective,కుĬి,kuḍi
bitter,noun,కĸేలా,karēlā
black,noun,కాĹో,kāḷō
blacksmith,noun,కమార్,kamār
blade,noun,పǳత్,patti
blanket,noun,ఘూంĦిడ్,ghūṅgḍi
blast,verb,Ǹోడ్,phōḍ
blaze,noun,țȅ,hōḷi
blazer,noun,కోట్,kōṭ
bleat,verb,గుణస్  ĸొ,guṇasro
bleeding,noun,ĸాద్,rād
blend,verb,భĹెగ్,bhaḷge
blight,noun,కొĻాĸి,kośāri
blind,adjective,ఆంİి,āndi
blind,noun,ఆంİిమాĲేర్,āndimānēr
blister,noun,ǸోĬా,phōḍā
block,noun,ǹగĬాķేర్,bigaḍāyēr
blockade,verb,ఘేర్ లొ,ghērlo
blood,noun,లోķ,lōyi
blouse,noun,కాంǪళ్,kān̄cḷī
blow,noun,ఫుంకార్,phuṅkār
blue,noun,Ƕలొ,nīlo
body,noun,Ǯĺాడ్,jīvḍā
bog,noun,బాడĺా,bāḍavā
boil,noun,ఉకĹోర్,ukaḷrō
boiled,noun,ఉకళ్  Ħీ,ukaḷgī
bolt,noun,ǩలల్,cilla
bondage,noun,కటభ్ంద్,kaṭbhand
bookshelf,unknown,ĺైర్ అĸార్,vair arrā
boot,noun,ǰĮే,jūtē
bore,noun,కటాĹొ,kaṭāḷo
born,adjective,హుȂ,huyō
borough,noun,ȍార్,ṣār
bossism,unknown,హుకమ్త్,hukmat
bottle,verb,లొటిమా  పకడ్,loṭimā pakaḍ
bottom,adjective,హేటఁ,hēṭam ̐
boulder,noun,ĵాట,bhāṭa
bounce,noun,ధకాక్,dhakkā
boundary,noun,ఇలాకో,ilākō
bow,noun,బాణం,bāṇaṁ
bow,noun,ıోక్,dhōk
bowl,verb,రĬాķేర్,raḍāyēr
box,noun,ĳిǷా,pipā
box,noun,ĳిǷా /pipā/ బుĬిడ్,buḍḍi
boy,noun,ĩావ్ĸా,chvārā
boyish,adjective,Ĳాన్  కా,nānkā
bracelet,noun,కొలాడ్,kolḍā
brain,noun,ĵేజొ,bhējo
bran,noun,చూĸొ,cūro
branch,noun,Ĭావ్ȅ,ḍvāḷi
branching,noun,Ǹాయ్ȃగ్,phyālgi
brass,adjective,ĳిĮొల్,pitlo
bread,noun,బాటి,bāṭi
break,verb,Įోడ్,tōḍ
break,verb,టోడ్  Ĳాకో,ṭōḍnākō
breast,noun,బǩచ్ర్,baccir
breath,noun,ĺాఁస్,vām̐s
breed,noun,జాత్,jāt
breed,noun,జాత్  /jāt/ breeze  ȋళ్,śiḷ
brick,unknown,ఇటిక,iṭika
bride,noun,నĺేల్ĸి,navlēri
bright,adjective,ఝాంకోర్,jhāṅkrō
bristle,noun,Ƿోస,pōsa
broken,noun,కాǪల్,kāclī
brooks,noun,ఖాĹాయ్,khāḷyā
broomstick,noun,బాణిణ్,bāṇṇi
brother,noun,ĵాķ,bhāyi
brother-in-law,noun,భĲోķ,bhanōyi
brush,noun,కులా,kulā
brushing,unknown,మాంజేర్,mān̄jēr
bucket,noun,బొకెక్న,bokkena
buddhism,adjective,బౌదద్ జాత్,baudda jāt
buffalo,noun,ĵాయ్ఁȎా,bhyām ̐sā
bug,noun,కొĻాĸి,kośāri
building,unknown,up the fire ఆంచ్ జాİాకర్,ān̄c jādākar
bulb,noun,బుగగ్,bugga
bull,noun,బళద్,baḷad
bully,noun,రĹేటు,raḷēṭu
bump,noun,ǸోĬా,phōḍā
bundle,noun,Ƿాళ్ 1,pāḷ
burly,verb,జాĬొ,jāḍo
burn,verb,బాĹేనఁ,bāḷēnam ̐
burn,verb,బాĹేనఁ   /bāḷēnam ̐/ బాళ్,bāḷ
burning,verb,బĹోగ్,baḷgō
burning,verb,లాĦొర్,lāgro
burnt,noun,బĹోగ్,baḷgō
bury,noun,Ħాడ్,gāḍ
bush,unknown,బొĨాక్,bockā
business,unknown,organization ĺాయ్Ƿార్,vyāpār
bust,noun,ĩాఁǳత్,chām̐tti
but,conjunction,నపణ్,napaṇ
butcher,verb,కాటేర్,kāṭēr
butter,noun,నూణి,nūṇi
buttocks,unknown,పూంద్,pūnd
by,noun,Ȏామ్,sām
by,verb,చమాక్న్,camkān
bygone,verb,బుజర్  Ħొజకొ,bujargojako
cabbage,noun,కాయ్బేǭ,kyābēji
cabin,noun,అలామ్ర్,almār
calf,noun,కేలాడ్,kēlḍā
call,noun,పకార్,pakār
call,verb,హంకార్,haṅkār
calm,verb,సమ్  జాఁ,samjām ̐
cam/,noun,తళక్  తళక్,taḷak taḷak
camel,noun,హుంటĬి,huṇṭaḍi
can,unknown,be given İేĺాసు,dēvāsu
can,verb,లాķెȎారు,lāyesāru
canal,noun,కాలావ్,kālvā
cancel,verb,ఖులాĲాక్,khulānāk
cancellation,noun,రద్,rad
candle,noun,మాయ్ణేర్ İీȂ,myāṇēr dīyō
cantankerous,noun,కĹెంకి,kaḷeṅki
capability,noun,ఆķసత్,āyisat
care,noun,అటక్Ĺేǳ,aṭkaḷēti
carefully,verb,ĭీలొ,ḍhīlo
carelessly,verb,బగర్  అటక్Ĺేǳ,bagar aṭkaḷēti
carpenter,noun,ఖాǳత్,khātti
carpenter's,noun,బాĸాష్,bārṣā
carriage,noun,ఢంగ్,ḍhaṅg
carve,verb,ĩోల్,chōl
case,noun,కారణ్,kāraṇ
cash,noun,నగద్,nagad
cashew,noun,భలామార్  ఝాడ్,bhalāmār jhāḍ
caste,noun,కĹాల్,kaḷāl
casualty,noun,ఖĮార్,khatrā
cat,noun,ǹĽిస్,bissi
catch,noun,పకడ్,pakaḍ
caution,noun,వకత్,vakat
cavity,noun,ఖోబొ,khōbo
cease,verb,ĩోడ్,chōḍ
cemetery,noun,మȎాణ్,masāṇ
centipede,noun,జోగ్,jōg
chafe,verb,ఆగ్  బూకĸి,āg būkari
chaff,noun,బాȃడ్,bālḍi
chain,noun,Ȏాంకడ్,sāṅkaḍ
chair,noun,కుĸిచ్,kurci
chameleon,noun,Ĭాకొణ్ ǦĬొ,ḍākṇo ghōḍo
chance,noun,అదన్,adan
chant,verb,బోలేĸో,bōlērō
character,noun,ఆంక్,āṅk
characters,noun,Ħొణ్,goṇ
charm,verb,మంతర్  మార్,mantar mār
charming,adjective,ఆĨోచ్İికావజకో,āccōdikāvajakō
charmingly,verb,లాĬేǳ,lāḍēti
chase,verb,భĬాక్ķేర్,bhaḍkāyēr
chase,unknown,by running డపట్,ḍapaṭ
cheated,adjective,ıోకపడĦొ,dhōkapaḍago
check,noun,ఖావ్లే,khvālē
check,verb,İేకెĸో,dēkerō
checking,unknown,attendance ఆķేǯ İేక్,āyēju dēk
cheese,noun,బȅ,baḷi
chest,noun,ĩాఁǳత్,chām̐tti
chickpea,noun,Ĩెన్ గయ్,cengya
childbirth,noun,ĳీĬే,pīḍē
children,noun,ఛుĨాపర్,chucāpar
chilly,adjective,మĸాచ్,marcā
chimera,noun,īాలొ,నకామ్
chimera,noun,īాలొ /నకామ్   /ṭhālo,nakām
chimney,noun,ధూķేĸొ బొంగు,dhūyēro boṅgu
chip,noun,టొకాడ్,ṭokḍā
chisel,noun,ఉȃ,uli
choice,noun,ఓట్,ōṭ
chop,verb,ఫర్,phar
chops,noun,Ǭĸేĸొ,chīrēro
chronicle,noun,ĳెĲార్,penār
chutney,noun,అĨార్,acār
cinder,unknown,లూĬి,lūḍi
cinema,noun,Ľిలామ్,silmā
circling,noun,ȇంటోర్,viṇṭrō
cistern,noun,డబోబ్,ḍabbō
city,noun,Ħామ్,gām
claim,verb,ĳీసĵాంద్,pīsabhānd
clan,noun,ǷాĬా,pāḍā
class,noun,తరగత్,taragat
classifications,noun,టాళ్  Ĳాకేర్,ṭāḷnākēr
clay,noun,మాĹేరూధ్డ్,māḷērdhūḍ
clean,noun,Ȏాఫ్  కĸేర్,sāphkarēr
cleanliness,noun,చĮార్ķ,catrāyi
clearly,verb,కూబ్  ఆచ్,kūb āc
cleave,verb,Ǹాడ్,phāḍ
clerk,noun,గుమȎాత్,gumastā
clever,unknown,చలాకి,calāki
climate,noun,ĺాĮావరణం,vātāvaraṇaṁ
climb,verb,చఁడ్,cam̐ḍ
close,adjective,ఢఁķ,ḍham̐yi
cloth,noun,ıోǳ,dhōti
cloths,noun,లĮొకాడ్,latokḍā
cloud,noun,ĺాజళ్,vājaḷ
cloud,noun,అంĦొĹో,aṅgoḷō
clout,noun,కొĨోటి,kocōṭi
cloves,noun,లూంగ్,lūṅg
coarse,noun,Ħోళ్,gōḷ
cock,unknown,కుకొడ్,kukḍo
cock's,unknown,crow బాంĦొర్,bāṅgro
cockroach,noun,కొĻాĸి,kośāri
coconut,noun,Ĳారళ్,nāraḷ
cold,noun,Ľీ,sī
collapsed,unknown,కూలోగ్,kūlgō
collect,verb,వసూల్  కĸేర్,vasūl karēr
collection,noun,ĵెȆĵేĹాȂ,bheḷībhēḷāyō
comb,noun,కాంĦిస్,kāṅgsi
combine,verb,ĦొĹాĺొ,goḷāvo
combing,noun,ĺాķేĸో,vāyērō
come,verb,ఆķేర్,āyēr
come,verb,ఆ,ā
come,unknown,and get లాȂజకొ,lāyōjako
coming,noun,ఆĸి,āri
command,noun,కేĸో,kērō
community,noun,జన్,jan
companion,noun,Ƿాయ్ĸొ,pyāro
compare,verb,ఫరక్,pharak
compensation,noun,Ĵిట్ Ħే,phiṭgē
competition,noun,హĳెత్,hapte
complaint,noun,పకాĸేర్,pakārēr
complete,unknown,ఖుటాడ్,khuṭāḍ
compliant,noun,పకాĸేర్,pakārēr
compose,verb,జోĬేĸొ,jōḍēro
comprise,verb,Įాĸేమా  ĵేళళ్ఁ,tārēmā bhēḷḷam ̐
compulsion,verb,జోĸాబ్ర్  ǳ,jōrbār ti
compulsory,verb,కూఁķǳ,kūm̐yiti
conception,noun,బంĦాల్,baṅglā
conciliate,verb,కమా,kamā
condition,noun,తĸిక,tarika
conducts,noun,ఠకుల్,ṭhakul
confidence,unknown,భĸోస,bharōsa
confirm,verb,కాటోట్ కర్,kāṭṭō kar
conglomerate,noun,తĸియాȂ,tariyāyō
connection,noun,ĲాĮొ,nāto
connects,noun,కలప్,kalap
conscious,noun,Ȏోయ్,sōy
console,verb,సమ్  జాఁ,samjām ̐
consolidate,verb,ఏక్  కĸేర్,ēkkarēr
constituted,adjective,మాంĬెజకో,māṇḍejakō
consult,verb,భĹెగ్,bhaḷge
contact,noun,భĹెగ్,bhaḷge
contend,verb,లడ్,laḍ
continent,noun,ఖండ్,khaṇḍ
continue,verb,వఁజకో,vam̐jakō
control,verb,థమాడ్,thamāḍ
convenient,adjective,వజకొ,vajako
conversion,noun,బదలాķేర్,badalāyēr
converting,noun,బదలాķేర్,badalāyēr
cooking,unknown,oil ǽటొĮేల్,miṭotēl
cool,verb,ఒలా,olā
cooling,unknown,సలావ్,salvā
coriander,noun,ధణీయార్  Ƿాన్,dhaṇīyār pān
corner,noun,కొĲొĸా,konorā
corpse,unknown,ĳీĲాగ్,pīngā
correct,verb,Ȏాయాకర్,sāyākar
correcting,noun,సదర్,sadar
corrode,verb,ఖాలఁ,khālam ̐
cot,noun,పలంగ్,palaṅg
cotton,noun,రూఁ,rūm̐
cough,noun,ఖాఁĽి,khām̐si
counsel,noun,ఢంగ్,ḍhaṅg
count,verb,గణిత్,gaṇti
course,noun,Ĩాల్,cāl
court,unknown,Ĳాయ్యȎాథ్న్,nyāyasthān
cover,noun,ĭాంకిణ్,ḍhāṅkṇi
covered,adjective,బూరన్  ఛఁ జకో,būran cham ̐ jakō
cow,noun,Ħాȇడ్,gāvḍi
crab,noun,కాయ్ంకొడ్,kyāṅkḍo
crack,noun,ఫూట్  జా,phūṭ jā
cracks,noun,ǩĸార్,cirrā
cradle,noun,హింİొĬొ,hindoḍo
crawl,verb,ĦోĬియావు  Ĩాల్,gōḍiyāvu cāl
cream,noun,థĸి,thari
create,verb,బణా,baṇā
creation,noun,పుటక్,puṭka
creature,noun,ముంĦేస,muṅgēsa
credit,noun,నఁమమ్న్,nam̐mman
creeper,noun,ĺేల్,vēl
creeping,verb,ĦొĬియాం  Ĩాలేర్,goḍiyāṁ cālēr
creepy,adjective,సర్  కేర్,sarkēr
crimson,noun,లాలొచటక్,lālocaṭak
cripple,adjective,టూంటో,ṭūṇṭō
crocodile,noun,మంగర్,maṅgar
crore,proper noun,కĸోడ్,karōḍ
cross,unknown,roads ఆĬావ్ట్,āḍvāṭ
crossing,unknown,లంగ్,laṅg
crow,noun,కాకల్,kākla
crowbar,noun,గడడ్Ƿార,gaḍḍapāra
crowd,noun,ఝూండ్,jhūṇḍ
cruel,adjective,Ƿాĳి,pāpi
crush,verb,చుĸొకర్,curokar
crutch,noun,Ǹాంకాĺాళ్  లకీడ్,phāṅkāvāḷ lakḍī
crying,noun,ĸో,rō
cuckoo,proper noun,కోబల్,kōbal
cucumber,unknown,కాక్ Ĭి,kākḍi
cue,noun,ǵĻాǵ,niśāni
cuffs,noun,Ħొలుచ్,golcu
culprit,noun,Ĩోర్,cōr
cultivated,adjective,పĨాķేర్,pacāyēr
culture,noun,Ǵజ్,tīj
cumin,noun,Ǯĸో,jīrō
cunning,noun,కిలాĬి,kilāḍi
cunning,unknown,fox ఠĦెĺాĹొ ȎాĹాయ్,ṭhagevāḷo sāḷyā
curry,noun,ĲొంĦావ్ణ్,noṅgvāṇ
curse,verb,సĸాప్,sarāp
custard,noun,ĽీĮాఫళ్,sītāphaḷ
custom,noun,ఇĬిత్,iḍti
cut,noun,కాటేర్,kāṭēr
cut,noun,కాటేర్  /kāṭēr/  కొతర్,kotar
cut,unknown,one కటాĦొ,kaṭāgo
cutter,unknown,with base కాటుట్,kāṭṭu
cycle,noun,Ľైకిల్,saikil
dab,noun,కావ్ళ్,kvāḷ
dad's,noun,కాక,kāka
damage,verb,కులా,kulā
damp,unknown,soil ǼĲొ ĸేర్,bhīno rēr
dance,noun,ĲాĨేర్,nācēr
dancing,noun,Ĳాచ్,nāc
danger,noun,ఆĳిత్,āpti
darkness,noun,అంİాĸొ,andāro
darling,adjective,Ƿాయ్ĸి,pyāri
darn,verb,Ľీడ్,sīḍ
dart,noun,Ǵర్,tīr
dash,verb,ధరస్,dharas
date,noun,ఖǯజ్ĸా,khajjurā
daub,verb,Ĩొపడ్,copaḍ
daughter,noun,బేటి,bēṭi
dawn,noun,పĸాబ్ǳ,parbāti
day,noun,İాĬి,dāḍi
daylight,noun,İీȂఁ,dīyōm ̐
death,noun,మĸోగ్,margō
debilitate,verb,వంĦెద్ĸొ కోǵ,vaṅgdero kōni
decayed,noun,పĬావ్  పĬిగ్,paḍāvpaḍgi
decent,adjective,ఆచ్,āc
decision,noun,కేలేర్,kēlēr
declining,noun,బుĬోత్జాĸో,buḍtōjārō
decoration,noun,Ȏొİార్,sodār
deep,adjective,ఊంĬో,ūṇḍō
deep,noun,Ħాయ్ĸి ǵంద్,gyāri nind
deer,noun,ǩǳȃ,citili
defeat,noun,ȏĸోగ్,hārgō
defer,verb,థమాడ్,thamāḍ
deficiency,noun,ఖోడ్,ఖోట్
deficiency,noun,ఖోడ్ /ఖోట్ /khōḍ,khōṭ
deficient,adjective,బĲాబĸొ,banābaro
deficit,noun,కాĹో,kāḷō
degenerate,noun,బĲాగĮేĸొ,banāgatēro
delay,noun,ĭీలొ,ḍhīlo
deliver,verb,జణేర్,jaṇēr
deluge,verb,డుబాĬాన్క్,ḍubāḍnāk
democratic,unknown,party పర్జాȎావ్మయ్ Ƿాĸిట్,prajāsvāmya pārṭi
demolish,verb,కులా,kulā
demonstrate,verb,పుĸొǷాడ్,puropāḍ
dense,adjective,Ħాయ్ĸొగచ్,gyārogac
densely,verb,Ħాయ్ĸొగచ్,gyārogac
dent,noun,కాట్,kāṭ
depart,verb,మĸోగ్,margō
departure,noun,చలెజాķేర్,calejāyēr
depending,noun,అబాİిĸేర్,abādirēr
deport,verb,భĬాక్İీĲె,bhaḍkādīne
depth,unknown,ఉంĬేమా,uṇḍēmā
derivation,noun,హూķేర్,hūyēr
derive,verb,ఆķేర్,āyēr
descend,verb,హుతర్,hutar
describe,verb,ఖోళన్  కఁ,khōḷan kam ̐
desert,noun,ఉȎాక్ƺర్  Ǻడ్,uskyār bīḍ
desiring,noun,మాంĦేర్,māṅgēr
detail,verb,ĺొİోడ్  దఁ,vodōḍ dam ̐
deteriorate,verb,నవస్  Ħొ,navasgo
devastate,verb,ǹగĬాķేర్,bigaḍāyēr
develop,verb,బĬావ్  ణో,baḍāvṇō
devilish,noun,Ƿాĳి,pāpi
dew,noun,భరప్,bharap
did,verb,Ħోకొǵ,gōkoni
died,verb,మూȂ,mūyō
died,verb,మూȂ   /mūyō/  సమాĦొజకొ,samāgojako
difference,noun,ఫరక్,pharak
difference,noun,ఫరక్  /pharak/  ĵేద్,bhēd
difficulty,noun,కĻాట్ǳ,kaśṭāti
dig,verb,ఖోద్,khōd
dig,noun,పుటికాయ్,puṭikyā
"digest,",verb,ఢఁķకర్,ḍham̐yikar
digestion,noun,గĹేĸో,gaḷērō
dire,noun,జȃద్ర్,jaldir
dirt,adjective,మాయ్ల్,myāl
dirty,adjective,మాయ్ల్,myāl
dirty,unknown,hand ĶెĹాĹో ȏత్,meḷāḷō hāt
dirty,unknown,water గİొళ్ Ƿాణీ,gadḷo pāṇī
disability,noun,టూంటో,ṭūṇṭō
disarrange,noun,ĵేళ్ ĵాళ్,bhēḷbhāḷ
discern,verb,ఢూండ్,ḍhūṇḍ
disciple,noun,ĨేĹా,cēḷā
discipline,noun,ఢంĦేǳ,ḍhaṅgēti
disclose,verb,కేĸో,kērō
discord,verb,వటొల్,vaṭlo
disease,noun,İొక్,dok
disgusting,adjective,బలాల్ ఢంĦేĸొ,ballā ḍhaṅgēro
dish,noun,ĸాంİేర్,rāndēr
dishonesty,noun,బే ఇమాǵ,bē imāni
dismantle,adjective,ఖులాĲాక్,khulānāk
dispassionate,adjective,బగర్  కపటేర్,bagar kapaṭēr
dispel,verb,ఖో Ħో,khō gō
disperse,verb,భĬాక్ķేర్,bhaḍkāyēr
dispose,verb,బĦా,bagā
disrespectful,adjective,బĲా  మలాİేĸొ,banā malādēro
dissuade,verb,Ĵేర్,phēr
distance,unknown,ĩెటి,cheṭi
distribute,unknown,ĺాయ్ంట్,vyāṇṭ
distribution,noun,İేĶెలేర్,dēmelēr
distrust,noun,గుమాన్,gumān
disturbance,verb,Ǭంట్  ĩాంట్,chīṇṭ chāṇṭ
disunited,adjective,İీవĬి కĸాన్కెజకో,dīvaḍi karnākejakō
divi,noun,ȏఁȎొ,hām̐so
divorce,noun,మాǿల్ĮోĬేĸొ,māmlotōḍēro
divorced,unknown,person ĩొĬిĩాĬో,choḍichāḍō
do,verb,కర్,kar
do,unknown,jumble అతత్ర్ పతత్ర్ కర్,attar pattar kar
do,verb,ఖĸాప్,kharāp
doctrine,noun,జాత్,jāt
dog,noun,కొĮార్,kotrā
don't,verb,పుĸొకరమ్త్,purokarmat
donkey,noun,గİిద్,gaddi
donor,noun,İేĺాĹో,dēvāḷō
door,noun,కĺాĬి,kavāḍi
doorbell,noun,కȎాĳిట్,kasāpṭi
doorway,noun,కĬాప్,kaḍpā
douse,verb,ఒలా,olā
downfall,noun,బూĬొగ్,būḍgo
drama,noun,Ĳాటక్,nāṭak
draw,noun,ఖాĲా,khānā
dream,noun,సపĲో,sapanō
dreary,adjective,ĸాంİీమా  ఛఁ,rāndīmā cham ̐
drench,verb,Ħాళ్,gāḷ
dried,verb,ఫĸాక్ĸో,pharkārō
dried,unknown,big round tablets made of bull shit ఛణ,chaṇa
dried,unknown,in sunlight తడ్ కేమా సుకాన్,taḍkēmā sukān
drift,noun,జోĸిత్,jōrti
drill,noun,బరమ్,barma
drink,verb,ĳి,pi
drive,verb,ఛఁలా,cham̐lā
drooping,noun,Ȁటే భంమార్,mōṭē bhammrā
drop,noun,ĩాంట్,chāṇṭ
droppings,noun,Ħోబర్,gōbar
drowned,unknown,డూǹగ్,ḍūbgi
drum,noun,నంĦాĸా,naṅgārā
dry,verb,Įావ్  Ĭోమాĸొర్,tāvḍōmārro
dry,verb,సూకాķేర్,sūkāyēr
dual,adjective,జోĬి,jōḍi
duck,noun,బతక్,batak
dumb,noun,యాంĬొ  మǵకాయ్,yāṇḍo manikyā
dump,verb,ఉంİా,undā
duration,noun,Ħెటుట్,geṭṭu
dust,noun,అంĦొĹో,aṅgoḷō
dust,unknown,heap ĺొకȃడ్,vokalḍi
dusting,noun,ఝడ్  కార్,jhaḍ kār
dwarf,noun,ǷోĬాగ్,pōḍgā
dye,noun,ĩోĳేడ్ĸొ,chōpḍēro
dying,verb,మĸోగ్,margō
dysentery,noun,ĳేట్ Ĩాలేర్,pēṭcālēr
dēk/;,noun,సĺాద్,savād
each,noun,ఏక్ఏక్,ēkēk
eagle,noun,సకార్,sakrā
ear,noun,కాన్,kān
ear,unknown,hole కాĲేర్ ĺేజ్,kānēr vēj
eardrum,noun,గుǹల్,gubli
earns,verb,కమా,kamā
earring,noun,కాĲేర్ కమమ్ల్,kānēr kammal
earth,noun,జǽమ్,jammi
earwax,noun,మĹాķ,maḷāyi
east,noun,లంకా,laṅkā
eastward,noun,హెటాల్  Ȏామ్,heṭāl sām
easy,noun,హొȅయాంత్,hoḷiyānt
eat,noun,ఖాķేర్,khāyēr
eating,noun,ఖాķేర్,khāyēr
edge,noun,కొĲొĸా,konorā
edible,adjective,ఖాķేర్,khāyēr
education,noun,పĬాķ,paḍāyi
effort,noun,కోȋశ్,kōśiś
egg,noun,ఇంĬా,iṇḍā
eight,numeral,ఆట్,āṭ
eighteen,numeral,అటాహ్రఁ,aṭhāram ̐
eighty,noun,అĽిస్,assi
elaborate,adjective,Ĩావ్Ĭో,cvāḍō
elbow,noun,ఖూణి,khūṇi
elder,noun,Ǽయా,bhīyā
elder,noun,ĵొజాķ,bhojāyi
elder,noun,Ȁటాయ్Ĭి,mōṭyāḍi
electricity,noun,కరంట్,karaṇṭ
elegant,adjective,మజాǳ,majāti
elementary,adjective,ధర్అగĬియా,dharagaḍiyā
elephant,noun,ȏǳత్,hātti
eleven,numeral,Ħాయ్రఁ,gyāram ̐
elf,noun,Ƿోటియా,pōṭiyā
eliminate,verb,ǵకళ్,nikaḷ
embers,unknown,from a fire ĵోబర్,bhōbar
emergency,noun,ఆĳిత్,āpti
emigrate,verb,లాద్  జో,lād jō
employer,noun,బామమ్ణ్,bāmmaṇ
empty,noun,సూన్,sūn
enamel,verb,ĺేస్ Ƿాయ్ర్,vēs pyār
encounters,verb,ఖేవ్,khēv
end,adjective,ఆఖర్,ākhar
end,unknown,of the road ĳిలల్ ĺాట్,pilla vāṭ
endless,adjective,కĮార్ķకో,katrāyikō
endure,verb,ఖమ్  లఁ,kham lam ̐
enemy,noun,దుశమ్ణ్,duśmaṇ
energy,noun,జోĸాబ్ర్  ǳ,jōrbār ti
enervation,unknown,కమ్ జోర్,kamjōr
engine,noun,ఇంజణ్,in̄jaṇ
england,proper noun,ఇంĦాల్ండ్,iṅglāṇḍ
english,proper noun,ఇంĦీల్ష్,iṅglīṣ
enrol,verb,శĸిక్,śarik
enter,verb,జో,jō
entertainment,noun,ఖుĻాల్,khuśāl
entrance,unknown,గలామ్,galmā
